"ID","HORA_1","HORA_2","HORA_3","HORA_4","HORA_5","HORA_6","HORA_7","HORA_8","HORA_9","HORA_10","HORA_11","HORA_12","HORA_13","HORA_14","HORA_15","HORA_16","HORA_17","HORA_18","HORA_19","HORA_20","HORA_21","HORA_22","HORA_23","HORA_24","TOTAL","FECHA","TIPO_FECHA","FILE_TYPE"
1445,628000,600000,578000,561000,548000,541000,518000,523000,562000,581000,59900,618000,611000,623000,64200,642000,624000,630000,701000,712000,71700,719000,700000,665000,13080800,15-DEC-14,"0","txf"
1446,646000,617000,595000,577000,564000,557000,533000,537000,578000,597000,616000,635000,629000,640000,660000,66000,642000,648000,721000,732000,737000,739000,720000,684000,14670000,16-DEC-14,"0","txf"
1447,669000,639000,61600,597000,584000,576000,552000,556000,598000,618000,638000,658000,651000,663000,684000,684000,664000,671000,746000,758000,763000,765000,74500,708000,14578100,17-DEC-14,"0","txf"
1448,673000,642000,619000,601000,587000,580000,555000,560000,60200,622000,642000,662000,655000,667000,688000,688000,668000,675000,751000,76.2,767000,770000,749000,712000,14593276.2,18-DEC-14,"0","txf"
1449,669000,639000,616000,597000,584000,576000,552000,556000,599000,618000,638000,658000,651000,663000,684000,684000,664000,671000,746000,75800,763000,765000,745000,70800,14484600,19-DEC-14,"0","txf"
1450,666000,638000,616000,596000,580000,570000,546000,539000,572000,595000,61200,627000,625000,626000,631000,624000,606000,631000,724000,735000,733000,734000,722000,699000,14696200,20-DEC-14,"1","txf"
1451,657000,636000,618000,602000,588000,57700,550000,534000,534000,541000,551000,565000,573000,579000,583000,580000,568000,586000,687000,706000,715000,718000,706000,682000,14116700,21-DEC-14,"2","txf"
1452,667000,63700,614000,596000,58200,575000,550000,555000,597000,617000,636000,656000,649000,661000,682000,682000,663000,669000,744000,756000,76100,76.3,743000,706000,13216076.3,22-DEC-14,"0","txf"
1453,673000,642000,619000,600000,587000,579000,554000,559000,602000,62200,642000,661000,654000,667000,687000,687000,668000,674000,750000,762000,76700,769000,749000,712000,14635900,23-DEC-14,"0","txf"
1454,665000,634000,612000,593000,580000,572000,548000,553000,594000,614000,634000,65400,646000,659000,67900,679000,660000,666000,741000,753000,758000,760000,740000,703000,14497300,24-DEC-14,"0","txf"
1455,667000,645000,627000,611000,596000,586000,559000,542000,542000,549000,56000,574000,581000,587000,592000,589000,577000,595000,697000,716000,725000,729000,716000,692000,14350000,25-DEC-14,"2","txf"
1456,664000,633000,611000,592000,579000,571000,547000,552000,593000,613000,633000,652000,645000,658000,678000,678000,659000,665000,740000,751000,757000,759000,739000,702000,15671000,26-DEC-14,"0","txf"
1457,673000,64500,62300,602000,586000,576000,553000,545000,579000,602000,618000,634000,632000,633000,638000,631000,61300,638000,732000,743000,741000,743000,731000,707000,13725100,27-DEC-14,"1","txf"
1458,67000,648000,630000,614000,599000,589000,561000,545000,545000,551000,562000,577000,584000,590000,595000,592000,579000,598000,70000,720000,729000,73200,720000,695000,13033200,28-DEC-14,"2","txf"
1459,669000,639000,616000,597000,58.4,576000,552000,556000,599000,618000,638000,658000,651000,663000,684000,684000,665000,671000,747000,758000,763000,765000,745000,708000,15222058.4,29-DEC-14,"0","txf"
1460,67000,640000,617000,598000,58500,577000,553000,557000,600000,619000,639000,659000,652000,664000,685000,685000,666000,672000,748000,759000,764000,767000,746000,709000,14701500,30-DEC-14,"0","txf"
1461,64100,612000,590000,572000,559000,552000,528000,533000,573000,592000,611000,630000,624000,63500,655000,65500,637000,643000,71500,726000,731000,733000,714000,678000,12757600,31-DEC-14,"0","txf"
1462,606000,58700,569000,552000,53900,529000,50800,486000,487000,49200,500000,515000,525000,534000,53900,539000,524000,521000,604000,645000,659000,673000,666000,640000,11040500,01-JAN-15,"2","txf"
1463,586000,560000,539000,522000,510000,506000,496000,492000,529000,54700,569000,589000,581000,596000,622000,622000,601000,580000,633000,659000,669000,682000,661000,62300,12921000,02-JAN-15,"0","txf"
1464,600000,574000,554000,537000,524000,518000,506000,491000,515000,533000,547000,560000,560000,564000,568000,563000,547000,543000,616000,646000,650000,654000,645000,626000,13641000,03-JAN-15,"1","txf"
1465,593000,574000,557000,540000,527000,518000,497000,476000,477000,482000,490000,503000,51400,523000,52800,52800,512000,509000,591000,631000,645000,658000,65100,626000,11151100,04-JAN-15,"2","txf"
1466,588000,562000,541000,524000,512000,509000,498000,494000,532000,550000,571000,592000,583000,599000,625000,625000,604000,583000,635000,662000,672000,685000,664000,626000,14036000,05-JAN-15,"0","txf"
1467,580000,555000,534000,517000,506000,50200,491000,487000,525000,543000,564000,584000,576000,591000,617000,616000,596000,575000,627000,653000,663000,676000,655000,618000,13399200,06-JAN-15,"0","txf"
1468,578000,553000,532000,515000,503000,500000,489000,485000,52300,540000,561000,582000,573000,589000,614000,614000,593000,573000,624000,650000,660000,673000,653000,615000,13321300,07-JAN-15,"0","txf"
1469,577000,552000,531000,514000,503000,499000,489000,485000,522000,539000,560000,581000,572000,588000,613000,613000,59200,572000,623000,649000,659000,672000,65200,614000,12651400,08-JAN-15,"0","txf"
1470,580000,555000,534000,517000,505000,502000,491000,48700,525000,542000,563000,58.4,575000,591000,617000,616000,596000,575000,627000,653000,663000,675000,655000,617000,12822758.4,09-JAN-15,"0","txf"
1471,591000,566000,545000,529000,516000,510000,498000,48300,507000,525000,539000,551000,552000,555000,56000,555000,539000,53500,607000,637000,640000,644000,636000,617000,12016800,10-JAN-15,"1","txf"
1472,583000,565000,548000,531000,519000,510000,489000,468000,469000,474000,48200,495000,505000,514000,519000,519000,504000,501000,582000,62100,635000,648000,641000,616000,11945300,11-JAN-15,"2","txf"
1473,598000,579000,561000,54400,532000,522000,501000,479000,481000,485000,493000,50700,51800,527000,532000,532000,516000,513000,596000,63600,650000,663000,656000,631000,11267500,12-JAN-15,"2","txf"
1474,609000,582000,561000,543000,531000,527000,516000,512000,551000,569000,592000,613000,604000,620000,64700,647000,625000,604000,658000,685000,696000,709000,688000,64800,13371500,13-JAN-15,"0","txf"
1475,608000,581000,559000,542000,529000,526000,515000,510000,549000,56800,590000,612000,603000,619000,646000,645000,624000,602000,657000,684000,694000,708000,686000,647000,13992800,14-JAN-15,"0","txf"
1476,607000,580000,558000,541000,528000,525000,514000,509000,549000,567000,589000,611000,602000,618000,645000,644000,623000,60100,655000,683000,693000,706000,685000,646000,13938100,15-JAN-15,"0","txf"
1477,607000,580000,558000,541000,528000,525000,514000,509000,548000,567000,58.9,611000,602000,618000,645000,644000,623000,601000,655000,682000,693000,706000,685000,645000,13887058.9,16-JAN-15,"0","txf"
1478,610000,584000,563000,545000,533000,527000,514000,498000,523000,542000,556000,569000,569000,573000,577000,57200,556000,552000,626000,657000,660000,664000,656000,636000,13347200,17-JAN-15,"1","txf"
1479,592000,573000,556000,539000,527000,517000,496000,475000,476000,48100,489000,503000,513000,522000,527000,52700,51200,509000,590000,631000,644000,657000,650000,625000,11763000,18-JAN-15,"2","txf"
1480,590000,564000,543000,526000,514000,510000,50000,496000,534000,552000,573000,594000,585000,601000,627000,627000,606000,585000,638000,664000,674000,687000,667000,628000,13635000,19-JAN-15,"0","txf"
1481,583000,557000,536000,519000,507000,50400,493000,489000,52700,545000,566000,586000,578000,593000,619000,619000,598000,577000,629000,65500,665000,678000,65800,620000,11791400,20-JAN-15,"0","txf"
1482,582000,557000,536000,519000,507000,504000,493000,489000,527000,544000,566000,586000,578000,59300,619000,619000,598000,577000,629000,655000,665000,678000,658000,620000,13365300,21-JAN-15,"0","txf"
1483,575000,550000,529000,512000,501000,49700,487000,483000,52000,537000,558000,579000,570000,585000,61100,611000,59000,57000,62100,647000,657000,669000,649000,612000,10651900,22-JAN-15,"0","txf"
1484,587000,561000,54000,523000,51100,508000,497000,49300,531000,549000,570000,591000,582000,598000,624000,623000,602000,582000,634000,660000,670000,683000,663000,624000,12616400,23-JAN-15,"0","txf"
1485,602000,576000,555000,538000,526000,520000,508000,492000,516000,53500,549000,56100,562000,56500,570000,565000,549000,545000,618000,648000,652000,656000,647000,628000,12188100,24-JAN-15,"1","txf"
1486,598000,578000,561000,54400,531000,522000,501000,479000,481000,485000,49300,507000,518000,527000,532000,532000,516000,513000,596000,636000,65,663000,656000,631000,11666765,25-JAN-15,"2","txf"
1487,60100,575000,554000,536000,524000,520000,509000,505000,544000,562000,584000,605000,596000,612000,639000,63900,617000,596000,650000,677000,687000,700000,679000,640000,13235000,26-JAN-15,"0","txf"
1488,593000,567000,546000,529000,517000,513000,502000,498000,536000,555000,576000,597000,58900,604000,630000,630000,609000,588000,641000,668000,678000,691000,670000,631000,13627900,27-JAN-15,"0","txf"
1489,595000,569000,548000,531000,519000,51500,504000,500000,53800,557000,578000,599000,591000,606000,633000,632000,61100,590000,643000,670000,680000,693000,672000,634000,12710400,28-JAN-15,"0","txf"
1490,594000,568000,547000,530000,518000,514000,503000,499000,537000,556000,577000,598000,590000,605000,63200,631000,610000,58900,642000,669000,679000,692000,671000,632000,13084100,29-JAN-15,"0","txf"
1491,602000,576000,554000,53700,525000,521000,510000,506000,545000,563000,585000,606000,597000,613000,640000,640000,618000,597000,651000,678000,688000,701000,680000,641000,13890700,30-JAN-15,"0","txf"
1492,611000,585000,564000,547000,534000,528000,515000,500000,524000,543000,558000,570000,571000,574000,579000,574000,557000,553000,627000,658000,662000,666000,657000,638000,13895000,31-JAN-15,"1","txf"
1493,621000,596000,575000,56000,545000,534000,52000,49.7,494000,49400,504000,522000,532000,541000,548000,549000,536000,527000,593000,652000,673000,688000,676000,637000,11700449.7,01-FEB-15,"2","txf"
1494,620000,594000,572000,554000,542000,541000,522000,510000,548000,570000,595000,61900,611000,637000,667000,667000,645000,612000,648000,699000,719000,738000,711000,664000,14247900,02-FEB-15,"0","txf"
1495,617000,591000,570000,552000,539000,539000,52000,508000,546000,567000,592000,616000,608000,634000,664000,664000,642000,60900,645000,695000,715000,734000,708000,661000,13719900,03-FEB-15,"0","txf"
1496,619000,593000,571000,55300,540000,540000,521000,509000,547000,568000,593000,618000,609000,636000,666000,665000,64300,611000,647000,697000,717000,736000,709000,66200,13097800,04-FEB-15,"0","txf"
1497,630000,604000,58200,563000,551000,550000,531000,519000,557000,579000,605000,629000,621000,648000,678000,678000,65600,622000,659000,710000,730000,750000,723000,675000,13935800,05-FEB-15,"0","txf"
1498,611000,585000,564000,546000,53400,534000,514000,503000,540000,561000,586000,610000,602000,628000,658000,657000,635000,603000,639000,688000,708000,727000,701000,654000,14107400,06-FEB-15,"0","txf"
1499,606000,585000,56500,547000,535000,530000,513000,499000,525000,542000,560000,56600,567000,576000,582000,575000,553000,541000,591000,63700,639000,648000,644000,63200,11598000,07-FEB-15,"1","txf"
1500,601000,577000,557000,542000,528000,517000,504000,481000,478000,47900,488000,505000,51500,524000,530000,532000,519000,510000,575000,631000,651000,667000,654000,617000,12287400,08-FEB-15,"2","txf"
1501,591000,566000,545000,528000,516000,516000,498000,486000,522000,543000,567000,590000,582000,607000,636000,636000,615000,583000,618000,666000,685000,703000,678000,633000,14110000,09-FEB-15,"0","txf"
1502,591000,566000,54500,528000,516000,516000,497000,486000,522000,543000,567000,590000,582000,607000,636000,635000,614000,583000,618000,665000,685000,703000,677000,633000,13614500,10-FEB-15,"0","txf"
1503,592000,567000,546000,529000,517000,517000,49900,487000,523000,54400,568000,591000,583000,608000,637000,63700,616000,584000,619000,667000,686000,704000,679000,634000,12622000,11-FEB-15,"0","txf"
1504,600000,57500,553000,536000,524000,524000,505000,494000,530000,551000,575000,599000,591000,616000,645000,645000,624000,592000,627000,676000,695000,713000,688000,642000,13802500,12-FEB-15,"0","txf"
1505,616000,59000,568000,550000,538000,538000,518000,507000,544000,56600,591000,615000,607000,633000,663000,662000,640000,608000,644000,694000,714000,732000,706000,659000,13662600,13-FEB-15,"0","txf"
1506,625000,603000,583000,564000,551000,546000,529000,514000,541000,55900,577000,584000,585000,594000,600000,593000,570000,558000,610000,657000,658000,668000,664000,652000,13681900,14-FEB-15,"1","txf"
1507,618000,594000,573000,557000,543000,532000,518000,495000,492000,492000,502000,520000,530000,539000,545000,547000,534000,525000,59100,649000,670000,685000,673000,634000,13026100,15-FEB-15,"2","txf"
1508,59800,573000,552000,535000,523000,52300,504000,493000,529000,550000,57400,597000,590000,615000,644000,644000,622000,59100,626000,674000,693000,712000,686000,64100,11654700,16-FEB-15,"0","txf"
1509,604000,579000,55800,540000,528000,528000,509000,497000,534000,555000,580000,603000,595000,621000,650000,650000,629000,597000,632000,681000,700000,719000,693000,647000,13926800,17-FEB-15,"0","txf"
1510,634000,607000,585000,566000,554000,553000,534000,522000,560000,582000,608000,633000,62400,651000,682000,682000,659000,626000,663000,714000,734000,754000,727000,679000,14571400,18-FEB-15,"0","txf"
1511,626000,600000,578000,559000,547000,547000,52700,515000,553000,575000,601000,625000,617000,64300,674000,673000,651000,618000,655000,705000,725000,745000,718000,67000,13291000,19-FEB-15,"0","txf"
1512,615000,589000,568000,550000,538000,537000,518000,506000,544000,565000,590000,614000,606000,632000,662000,662000,640000,607000,643000,693000,713000,732000,706000,659000,14689000,20-FEB-15,"0","txf"
1513,631000,609000,589000,569000,557000,552000,534000,519000,546000,564000,582000,589000,591000,600000,606000,59800,576000,563000,615000,663000,665000,675000,671000,658000,13783800,21-FEB-15,"1","txf"
1514,627000,602000,581000,56500,550000,539000,525000,502000,499000,499000,509000,527000,537000,546000,553000,554000,541000,532000,599000,658000,679000,695000,682000,64300,12656800,22-FEB-15,"2","txf"
1515,61.9,593000,571000,553000,541000,540000,521000,509000,547000,569000,594000,618000,61000,636000,66600,666000,644000,611000,647000,697000,717000,736000,710000,663000,13010661.9,23-FEB-15,"0","txf"
1516,620000,594000,572000,554000,541000,541000,52200,51000,548000,569000,595000,619000,611000,637000,667000,667000,645000,612000,648000,69800,718000,737000,71100,664000,12603100,24-FEB-15,"0","txf"
1517,624000,598000,576000,558000,54500,545000,526000,514000,552000,573000,599000,623000,615000,642000,672000,671000,649000,616000,65300,703000,723000,742000,716000,668000,13824800,25-FEB-15,"0","txf"
1518,634000,607000,585000,566000,554000,553000,534000,522000,560000,582000,608000,63300,624000,651000,682000,682000,659000,62600,662000,714000,734000,754000,727000,679000,13998900,26-FEB-15,"0","txf"
1519,638000,611000,589000,570000,558000,557000,537000,525000,564000,58600,612000,637000,629000,656000,687000,687000,664000,630000,667000,719000,74000,759000,732000,684000,14044600,27-FEB-15,"0","txf"
1520,634000,612000,59100,572000,559000,554000,536000,521000,549000,567000,585000,592000,593000,603000,608000,60100,579000,566000,618000,666000,668000,678000,674000,661000,13314200,28-FEB-15,"1","txf"
1521,59600,573000,554000,535000,523000,513000,48.9,47600,475000,474000,485000,503000,516000,526000,536000,529000,515000,507000,563000,62200,642000,658000,64500,611000,10471948.9,01-MAR-15,"2","txf"
1522,578000,552000,532000,514000,502000,498000,472000,476000,518000,540000,566000,59100,582000,608000,635000,635000,613000,580000,607000,655000,673000,688000,663000,619000,13365100,02-MAR-15,"0","txf"
1523,568000,544000,523000,505000,494000,490000,46400,469000,510000,53200,557000,581000,573000,598000,625000,625000,604000,571000,597000,645000,662000,677000,652000,609000,12778600,03-MAR-15,"0","txf"
1524,579000,554000,53300,515000,504000,49900,473000,477000,519000,542000,567000,592000,58400,609000,637000,636000,615000,582000,608000,657000,675000,690000,664000,620000,12476600,04-MAR-15,"0","txf"
1525,586000,561000,54000,521000,510000,505000,47900,483000,526000,548000,574000,600000,591000,617000,645000,644000,623000,589000,61600,665000,683000,698000,673000,628000,12633500,05-MAR-15,"0","txf"
1526,582000,557000,536000,518000,506000,501000,475000,480000,52200,54400,570000,595000,587000,612000,640000,639000,61.8,585000,611000,660000,678000,693000,668000,623000,12422661.8,06-MAR-15,"0","txf"
1527,607000,58200,56000,545000,535000,52500,499000,495000,525000,547000,56400,584000,582000,586000,593000,586000,566000,548000,601000,652000,656000,66300,654000,627000,11277400,07-MAR-15,"1","txf"
1528,595000,57200,553000,535000,522000,512000,488000,475000,475000,47.3,484000,502000,515000,525000,535000,529000,514000,506000,562000,621000,641000,658000,64400,610000,11478647.3,08-MAR-15,"2","txf"
1529,591000,56600,544000,526000,514000,509000,483000,488000,530000,553000,579000,605000,596000,622000,650000,650000,628000,594000,621000,671000,689000,704000,678000,633000,13714600,09-MAR-15,"0","txf"
1530,607000,580000,558000,540000,528000,52300,496000,50000,544000,567000,595000,621000,612000,638000,667000,66700,644000,610000,637000,688000,707000,723000,696000,650000,13077000,10-MAR-15,"0","txf"
1531,616000,589000,567000,547000,535000,530000,503000,508000,552000,576000,603000,630000,621000,648000,677000,676000,654000,619000,647000,698000,717000,733000,706000,659000,14811000,11-MAR-15,"0","txf"
1532,614000,587000,56500,54600,533000,528000,501000,506000,55,574000,60100,627000,618000,645000,67500,674000,651000,616000,644000,696000,715000,731000,704000,657000,12059755,12-MAR-15,"0","txf"
1533,607000,580000,558000,539000,527000,522000,495000,500000,544000,567000,594000,620000,611000,63.8,667000,666000,644000,609000,637000,68800,707000,722000,696000,650000,13330863.8,13-MAR-15,"0","txf"
1534,618000,593000,571000,555000,544000,53500,508000,504000,534000,557000,574000,59500,593000,597000,603000,597000,576000,558000,612000,664000,668000,675000,666000,639000,13119000,14-MAR-15,"1","txf"
1535,618000,595000,575000,556000,543000,532000,508000,494000,493000,492000,503000,522000,535000,546000,556000,549000,535000,526000,584000,645000,666000,683000,669000,63.4,12925063.4,15-MAR-15,"2","txf"
1536,593000,567000,546000,528000,516000,511000,485000,489000,532000,555000,581000,607000,598000,624000,652000,65200,630000,596000,623000,673000,691000,707000,681000,635000,13685200,16-MAR-15,"0","txf"
1537,591000,565000,544000,526000,514000,509000,483000,48800,53000,553000,579000,605000,596000,622000,650000,650000,628000,594000,621000,671000,689000,704000,678000,633000,13306800,17-MAR-15,"0","txf"
1538,588000,562000,54100,522000,511000,506000,480000,484000,527000,549000,576000,601000,592000,618000,646000,646000,624000,590000,617000,666000,684000,700000,674000,629000,13646100,18-MAR-15,"0","txf"
1539,583000,558000,537000,519000,507000,502000,476000,481000,523000,545000,571000,596000,588000,614000,641000,64100,619000,586000,612000,66100,679000,695000,669000,625000,12856200,19-MAR-15,"0","txf"
1540,564000,539000,519000,501000,490000,486000,46000,465000,505000,527000,552000,57700,568000,593000,620000,619000,599000,56600,592000,639000,65700,671000,647000,604000,11526000,20-MAR-15,"0","txf"
1541,591000,567000,545000,530000,520000,511000,486000,482000,511000,532000,549000,568000,567000,571000,577000,570000,551000,534000,585000,634000,639000,646000,637000,610000,13513000,21-MAR-15,"1","txf"
1542,587000,565000,546000,52700,515000,505000,482000,469000,468000,467000,477000,495000,508000,518000,528000,522000,507000,499000,55400,613000,632000,649000,635000,602000,11897100,22-MAR-15,"2","txf"
1543,605000,582000,562000,543000,531000,521000,496000,483000,483000,481000,492000,510000,524000,534000,544000,537000,523000,514000,571000,631000,652000,668000,654000,620000,13261000,23-MAR-15,"2","txf"
1544,602000,576000,554000,535000,52400,519000,492000,496000,540000,563000,590000,616000,607000,633000,66.2,661000,639000,60500,632000,683000,701000,717000,691000,645000,12804966.2,24-MAR-15,"0","txf"
1545,609000,582000,560000,541000,529000,525000,497000,502000,546000,569000,597000,623000,614000,641000,670000,669000,647000,61200,63900,691000,709000,725000,698000,652000,13521100,25-MAR-15,"0","txf"
1546,616000,589000,567000,547000,535000,530000,503000,508000,552000,576000,603000,630000,621000,648000,677000,676000,654000,619000,647000,698000,717000,733000,706000,659000,14811000,26-MAR-15,"0","txf"
1547,628000,601000,578000,559000,546000,541000,513000,518000,563000,58800,616000,642000,633000,661000,691000,690000,667000,631000,66000,712000,732000,748000,721000,673000,13988800,27-MAR-15,"0","txf"
1548,647000,620000,597000,580000,56900,559000,531000,528000,559000,582000,601000,622000,620000,624000,631000,624000,603000,584000,641000,694000,699000,706000,69700,668000,13646600,28-MAR-15,"1","txf"
1549,626000,60300,582000,563000,550000,539000,514000,500000,500000,498000,510000,529000,542000,553000,56300,557000,54200,533000,59200,65400,675000,692000,678000,642000,11078400,29-MAR-15,"2","txf"
1550,595000,569000,547000,529000,517000,51200,486000,490000,533000,556000,583000,60800,599000,625000,654000,653000,631000,597000,624000,674000,693000,708000,682000,637000,13294000,30-MAR-15,"0","txf"
1551,598000,572000,55100,532000,520000,515000,488000,493000,536000,559000,58600,612000,603000,629000,658000,657000,635000,601000,628000,678000,697000,712000,686000,641000,13363700,31-MAR-15,"0","txf"
1552,62900,603000,581000,562000,548000,530000,502000,516000,559000,58300,609000,631000,625000,650000,673000,667000,645000,617000,651000,698000,721000,743000,721000,67700,13240900,01-APR-15,"0","txf"
1553,641000,61800,595000,578000,563000,543000,520000,512000,510000,513000,524000,539000,555000,564000,566000,557000,54100,532000,593000,653000,678000,698000,689000,659000,12897900,02-APR-15,"2","txf"
1554,619000,596000,574000,558000,543000,524000,502000,494000,492000,495000,506000,520000,535000,545000,546000,538000,522000,513000,572000,630000,654000,674000,665000,636000,13453000,03-APR-15,"2","txf"
1555,61300,588000,567000,551000,538000,520000,498000,495000,51900,539000,559000,575000,579000,586000,588000,577000,557000,543000,602000,647000,653000,663000,658000,639000,12835200,04-APR-15,"1","txf"
1556,635000,611000,589000,572000,557000,538000,515000,507000,505000,508000,519000,533000,549000,55900,560000,552000,536000,526000,587000,646000,671000,691000,682000,652000,13296900,05-APR-15,"2","txf"
1557,641000,614000,59200,573000,558000,540000,512000,526000,57000,595000,621000,643000,637000,662000,686000,680000,657000,629000,663000,712000,735000,757000,735000,690000,14182200,06-APR-15,"0","txf"
1558,647000,620000,59.8,579000,564000,546000,517000,531000,576000,600000,627000,649000,644000,669000,693000,686000,664000,635000,670000,719000,742000,764000,742000,696000,14780059.8,07-APR-15,"0","txf"
1559,649000,622000,60000,580000,565000,547000,518000,533000,577000,602000,628000,651000,645000,671000,694000,688000,665000,637000,671000,720000,744000,766000,744000,698000,14875000,08-APR-15,"0","txf"
1560,651000,624000,602000,582000,567000,549000,520000,535000,579000,60.4,630000,653000,647000,673000,697000,690000,668000,639000,674000,723000,747000,769000,746000,700000,14865060.4,09-APR-15,"0","txf"
1561,666000,639000,615000,595000,580000,561000,532000,547000,593000,618000,645000,668000,662000,688000,713000,706000,683000,654000,689000,739000,764000,786000,764000,71700,15178700,10-APR-15,"0","txf"
1562,672000,64500,622000,603000,589000,570000,546000,542000,569000,591000,612000,630000,63500,642000,644000,63200,611000,595000,659000,709000,716000,726000,721000,700000,13460200,11-APR-15,"1","txf"
1563,661000,637000,613000,597000,581000,560000,537000,528000,526000,530000,541000,556000,572000,582000,584000,575000,558000,549000,612000,674000,699000,720000,710000,679000,14381000,12-APR-15,"2","txf"
1564,653000,626000,603000,583000,569000,550000,521000,536000,581000,605000,632000,655000,649000,675000,698000,692000,669000,641000,675000,725000,749000,771000,748000,702000,15508000,13-APR-15,"0","txf"
1565,653000,626000,603000,584000,56.9,551000,522000,536000,581000,606000,632000,655000,650000,67500,699000,693000,670000,641000,676000,725000,749000,77100,749000,703000,13648656.9,14-APR-15,"0","txf"
1566,644000,618000,595000,576000,561000,543000,515000,529000,573000,598000,624000,646000,641000,666000,690000,68300,661000,632000,66700,715000,739000,761000,739000,693000,14094000,15-APR-15,"0","txf"
1567,63400,608000,586000,567000,55200,534000,506000,521000,564000,588000,614000,636000,630000,655000,679000,672000,650000,622000,656000,704000,727000,749000,727000,682000,13995600,16-APR-15,"0","txf"
1568,636000,610000,588000,569000,554000,536000,508000,522000,566000,590000,616000,638000,633000,658000,681000,675000,653000,625000,658000,706000,730000,751000,729000,685000,15117000,17-APR-15,"0","txf"
1569,661000,634000,611000,593000,580000,560000,53700,53300,559000,581000,602000,619000,624000,632000,63400,622000,600000,585000,64800,697000,704000,714000,709000,688000,12810200,18-APR-15,"1","txf"
1570,655000,631000,608000,591000,576000,555000,532000,523000,521000,525000,536000,55100,567000,57.7,578000,570000,553000,544000,606000,668000,693000,714000,704000,673000,13178157.7,19-APR-15,"2","txf"
1571,620000,594000,572000,554000,540000,522000,495000,509000,551000,575000,600000,621000,616000,640000,663000,657000,635000,608000,641000,688000,710000,731000,710000,666000,14718000,20-APR-15,"0","txf"
1572,628000,60100,580000,561000,54700,529000,501000,515000,558000,582000,607000,629000,624000,64800,671000,665000,643000,616000,649000,696000,720000,74100,719000,675000,12621700,21-APR-15,"0","txf"
1573,651000,624000,602000,582000,567000,549000,520000,535000,579000,604000,631000,653000,648000,673000,697000,691000,668000,639000,674000,72.3,747000,769000,747000,701000,14751072.3,22-APR-15,"0","txf"
1574,662000,634000,612000,592000,577000,558000,529000,543000,589000,614000,64100,664000,658000,684000,708000,702000,679000,650000,685000,735000,759000,781000,759000,712000,15150100,23-APR-15,"0","txf"
1575,665000,637000,614000,594000,579000,560000,531000,546000,591000,617000,643000,667000,661000,687000,711000,705000,682000,653000,688000,738000,762000,785000,76200,715000,15107200,24-APR-15,"0","txf"
1576,675000,647000,62400,606000,592000,572000,54800,545000,571000,593000,615000,632000,637000,645000,647000,635000,613000,598000,662000,712000,719000,730000,724000,703000,14190200,25-APR-15,"1","txf"
1577,681000,656000,632000,614000,598000,577000,553000,544000,542000,545000,557000,572000,589000,600000,601000,592000,575000,565000,630000,694000,720000,742000,73200,70000,13522200,26-APR-15,"2","txf"
1578,687000,658000,634000,614000,598000,579000,54800,564000,611000,637000,66500,689000,683000,71000,735000,728000,70400,674000,710000,762000,787000,811000,787000,739000,13949700,27-APR-15,"0","txf"
1579,701000,672000,647000,626000,610000,590000,559000,575000,623000,650000,67800,703000,697000,724000,750000,743000,718000,688000,725000,778000,803000,827000,80.3,754000,15230880.3,28-APR-15,"0","txf"
1580,702000,673000,648000,627000,611000,592000,561000,576000,62400,651000,680000,704000,698000,725000,75100,744000,720000,689000,726000,779000,805000,829000,805000,755000,15437500,29-APR-15,"0","txf"
1581,689000,660000,636000,615000,600000,580000,550000,565000,612000,639000,667000,69100,685000,71200,737000,730000,706000,676000,712000,764000,790000,81300,789000,741000,14364600,30-APR-15,"0","txf"
1582,68700,661000,639000,619000,603000,574000,550000,534000,539000,545000,55900,579000,596000,607000,612000,605000,593000,581000,641000,705000,73000,755000,749000,713000,13197600,01-MAY-15,"2","txf"
1583,684000,65800,636000,615000,603000,576000,556000,562000,596000,618000,639000,656000,656000,664000,66.5,656000,631000,620000,676000,728000,73700,753000,752000,730000,13746566.5,02-MAY-15,"1","txf"
1584,696000,670000,647000,627000,611000,581000,557000,541000,546000,552000,566000,587000,603000,615000,620000,613000,600000,589000,650000,714000,740000,765000,75800,722000,14487800,03-MAY-15,"2","txf"
1585,695000,665000,640000,620000,605000,575000,549000,564000,611000,632000,657000,68100,674000,706000,73300,72500,702000,674000,703000,758000,783000,806000,785000,738000,14355900,04-MAY-15,"0","txf"
1586,704000,674000,648000,62900,613000,583000,556000,572000,619000,641000,666000,690000,68300,715000,742000,735000,711000,682000,712000,768000,794000,817000,795000,747000,15315200,05-MAY-15,"0","txf"
1587,70700,676000,65100,631000,616000,585000,558000,574000,621000,643000,668000,693000,68.6,718000,745000,738000,714000,685000,715000,771000,797000,820000,798000,750000,14651868.6,06-MAY-15,"0","txf"
1588,705000,67500,650000,630000,615000,584000,557000,57.3,620000,642000,667000,691000,685000,716000,744000,736000,713000,684000,713000,770000,795000,818000,797000,74900,14674457.3,07-MAY-15,"0","txf"
1589,706000,676000,650000,63100,615000,585000,558000,574000,621000,643000,668000,692000,685000,717000,74400,737000,713000,685000,714000,771000,796000,819000,79800,750000,14592300,08-MAY-15,"0","txf"
1590,705000,678000,655000,633000,622000,593000,573000,579000,61.4,637000,658000,676000,676000,684000,685000,676000,651000,639000,696000,750000,760000,775000,775000,752000,15528061.4,09-MAY-15,"1","txf"
