"ID","HORA_1","HORA_2","HORA_3","HORA_4","HORA_5","HORA_6","HORA_7","HORA_8","HORA_9","HORA_10","HORA_11","HORA_12","HORA_13","HORA_14","HORA_15","HORA_16","HORA_17","HORA_18","HORA_19","HORA_20","HORA_21","HORA_22","HORA_23","HORA_24","TOTAL","FECHA","TIPO_FECHA","FILE_TYPE"
3775,900529.22,860768.49,821956.14,790519.3099999999,768559.01,753324.52,719076.9800000001,690586.95,708101.94,718761.96,744863.09,774727.51,792411.07,822550.02,841743.62,844703.9,816366.74,787563.22,863896.33,930911.89,948821.8400000001,967200.55,962998.26,941831.7999999999,19772774.360000007,30-JAN-21,"1","txf"
3776,907853.0399999999,870603.65,836863.19,803593.92,778454.0599999999,761122.48,726741.6,678563.67,671469.14,672104.69,684487.24,713036.73,750823.14,790249.7799999999,814944.15,817763,794517.37,754178.1,849865.12,937218.29,968536.81,993012.73,981941.57,954595.74,19512539.209999997,31-JAN-21,"2","txf"
3777,915435.75,885417.11,850203.23,825922.15,802053.71,781933.43,750101.3,726501.64,751308.21,770792.2999999999,801763.49,841199.74,854262.34,896359.25,939698.85,941736.75,894765.17,821350.93,888442.18,985784.46,1017421.2100000001,1048585.72,1049670.8499999999,1001921.2599999999,21042631.03,01-FEB-21,"0","txf"
3778,949182.49,903337.9400000001,877926.45,849748.07,828532.39,807997.05,776094.15,746073.76,756168.11,763069.41,783537.93,813873.21,824799.67,866179.6,906500.83,904639.0599999999,856518.3,793816.2,847559.1799999999,913377.45,952204.9299999999,996941.7200000001,999215.23,956090.23,20673383.36,02-FEB-21,"0","txf"
3779,918221.07,885426.27,853843.32,820570.99,802311.12,787572.85,758406.89,733451.2200000001,752582.33,764065.85,789775.3300000001,827303.3999999999,847543,891085.59,929144.8099999999,926769.24,883771.45,824176.61,875529.31,960399.96,986927.6900000001,1011529.13,1020359.01,979327.22,20830093.66,03-FEB-21,"0","txf"
3780,928911.7899999999,888323.72,857837.5800000001,827959.38,805188.14,785000.41,756482.08,726979.02,748735.37,763049.37,790935.95,825893.04,844828.19,889220.3300000001,932573.4,936116.8,895627.18,838287.44,895515.75,976442.75,1006691.15,1025174.57,1028485.2999999999,995163.88,20969422.589999996,04-FEB-21,"0","txf"
3781,950515.25,909199.85,875764.1,847125.5800000001,820068.1299999999,801688.8400000001,771816.5800000001,742791.72,759444.62,772985.0099999999,806891.0800000001,842287.15,856044.9400000001,897565.3200000001,939601.9400000001,942577.44,902027.36,850813.01,910260.68,982849.13,1008151.46,1040616.71,1041000.0499999999,1003490.15,21275576.099999998,05-FEB-21,"0","txf"
3782,968622.64,926557.39,895608.2899999999,864428.81,840478.04,826581.24,793250.05,743571.79,746035.4400000001,755987.39,772664.17,803778.15,808957.24,843132.2699999999,874338.22,889739.93,861284.46,830450.71,907123.87,971426.3500000001,984934.31,990080.84,1006682.23,987585.99,20893299.819999997,06-FEB-21,"1","txf"
3783,954027.9500000001,917287.83,885297.86,857756.95,836045.54,805505.24,764058.25,718442.9400000001,707367.55,697706.9700000001,704451.42,731220.5399999999,759510.99,788082.23,820219.55,816102.61,788531.24,758259.19,847844.8200000001,946057.0599999999,987604.32,1021286.87,1026142.05,991345.3300000001,20130155.300000004,07-FEB-21,"2","txf"
3784,953190.3200000001,915056.5,883316.9199999999,855778.82,831774.56,813506.71,777825.3700000001,751248.16,776083.45,797419.04,830101.37,869845.88,884635.29,924919.02,967218.9,974996.6599999999,932837.27,866289.36,908843.28,991160.38,1022783.25,1057046.77,1062515.45,1012377.58,21660770.309999995,08-FEB-21,"0","txf"
3785,971670.6699999999,932283.61,892481.92,865319.01,841658.57,821167.62,775421.4,746291.88,772499.86,787388.62,819882.1799999999,856462.32,872306.02,919124.13,962461.52,957765.24,915320.17,848120.2,904356.76,982197.38,1023052.08,1051763.45,1048285.0499999999,1002594.5499999999,21569874.209999997,09-FEB-21,"0","txf"
3786,959298.45,919633.37,877172.9299999999,843421.76,822841.81,802487.91,759409.79,732146.35,752131.17,774021.35,813699.72,847087.86,844267.7999999999,899829.51,936084.39,936837.12,899770.69,845097.2999999999,895363.6,971115.92,998900.9700000001,1030087.22,1028889.07,990553.4,21180149.459999997,10-FEB-21,"0","txf"
3787,942557.5700000001,903356.43,864715.34,840280.4600000001,812989.16,787920.25,745976.0599999999,720081.46,753307.0399999999,772739.9500000001,806529.71,844913.29,844900.06,895707.1200000001,941989.96,937810.22,898445.0700000001,845770.6,895065.6499999999,977646.63,1014607.07,1049684.85,1053954.71,1011707.4400000001,21162656.100000005,11-FEB-21,"0","txf"
3788,962660.97,922680.3700000001,885244.79,851426.72,830224.99,814997.71,768998.1,744588.1799999999,771087.81,777898.06,811738.96,851467.12,860601.0700000001,912846.73,955701.65,948829.5800000001,908337.31,854310.52,907532.6799999999,983199.04,1011933.31,1034695.65,1034740.76,1002565.24,21408307.319999997,12-FEB-21,"0","txf"
3789,963795.74,928703.0299999999,895984.4,866783.09,840082.9199999999,816950.58,781132.76,747791.4199999999,761927.76,765330.99,796104,821958.96,834662.61,869042.09,895190.27,884481.59,847902.7100000001,819535.23,885679.09,947038.97,973664.67,994296.4500000001,999134.2699999999,984253.45,20921427.049999997,13-FEB-21,"1","txf"
4001,936037.23,887451.9199999999,856042.61,830799.82,804876.62,768583.4,738469.23,736198.35,749732.76,769532.71,794440.92,829423.85,843467.48,887379.23,930191.77,929433.2400000001,894149.49,865462.11,950100.88,1002350.2,1036794.06,1065950.9,1057612.46,1010648.63,21175129.869999997,15-SEP-21,"0","txf"
4002,957239.48,903490.33,840833.6900000001,811146.6900000001,779644.05,730465.1100000001,691543.04,689837.15,716971.62,732930.22,768202.24,811287.27,828358.9,876585.49,922603,923654.7,887972.96,848188.46,932808.5599999999,981374.59,1005268.32,1061204.28,1054603.56,1012242.36,20768456.07,16-SEP-21,"0","txf"
4003,957650.04,916232.13,874689.25,842732.0499999999,817846.49,775610.8300000001,738261.64,742821.18,779852.41,811772.3500000001,850013.6799999999,889446.74,898675.91,945944.64,993367.08,989107.1100000001,958326.95,920871.47,1003215.87,1053670.1099999999,1082055.5799999998,1116970.0799999998,1108839.32,1070765.8800000001,22138738.789999995,17-SEP-21,"0","txf"
4004,1020528.86,977227.49,937989.9299999999,906767.08,876406.7899999999,836747.7000000001,793519.39,779197.74,799227.3099999999,814682.97,842291.92,874699.47,890164.33,915516.6399999999,878759.42,909364.37,881848.9199999999,877290.3099999999,958435.14,984421.19,968362.02,959429.69,945274.0399999999,935958.95,21564111.67,18-SEP-21,"1","txf"
4005,908876.11,881484.29,850782.99,823780.12,808010.7899999999,778983.25,753404.2999999999,726088.93,713568.01,709987.9199999999,720503.6799999999,744131.8,770310.03,797670.12,819178.85,804679.94,790352.01,769872.67,838260.39,908214.94,967502.5,999606.24,1002884.94,976397.12,19864531.939999998,19-SEP-21,"2","txf"
4006,935729.85,899440.5499999999,866850.5399999999,838671.8300000001,813585.6900000001,776015.5800000001,745927.56,751509.05,782004.08,804626.04,833056.81,871610.98,885349.22,925700.9700000001,950428.45,923834.38,894426.71,868514.03,947575.85,991506.5599999999,1023030.58,1046775.76,1030656.3700000001,979170.48,21385997.92,20-SEP-21,"0","txf"
4007,933981.6,895993.5499999999,861723.3,833323.52,810326.31,769517.06,732213.25,725379.59,740349.39,749540.28,767549.5,797290.3,808419.95,844485.4900000001,877434.1599999999,883803.09,841169.1,809427.04,900071.7799999999,949711.88,986867.1,1009523.5,993718.4099999999,948436.63,20470255.78,21-SEP-21,"0","txf"
4008,944245.4099999999,898186.91,866484.23,847245.43,820073.3099999999,785080.5800000001,750910.39,749970.74,781269.46,793187.15,802021.7100000001,814349.52,794959.8,803327.82,802521.4500000001,795650.6499999999,766705.5,772058.0299999999,853836.2999999999,893125.31,911688.6699999999,919858.1900000001,885190.63,858114.15,19910061.34,22-SEP-21,"0","txf"
4009,820702.64,792461.4600000001,766783.98,745825.49,730017.57,709197.89,684665.3600000001,692212.97,725357.2999999999,745050.77,775752.98,808829.13,816151.29,842558.09,864434.95,844664.71,831471.8999999999,824295.43,908090.35,952535.29,979539.93,1008214.66,958633.39,915887.16,19743334.69,23-SEP-21,"0","txf"
4010,878227.7899999999,843228.71,801803.8200000001,764984.52,747144.77,726140.13,691537.15,698128.89,714300.67,722632.4299999999,744990.65,784276.6699999999,807051.45,848171.13,889727.79,891105.5599999999,869407.9400000001,845452.84,935126.93,972761.98,1001189.6699999999,1019611.0599999999,1007770.01,973305.52,20178078.080000002,24-SEP-21,"0","txf"
4011,930253.7999999999,891863.3,863042.46,836980.5,811411.64,779757.17,743001.22,731178.36,762571.75,785701.85,815806.9,817153.75,848634.14,891593.97,907233.86,907714.07,878350.59,884633.9500000001,976667.74,994741.23,998097.29,996535.74,999667.62,973384.33,21025977.229999997,25-SEP-21,"1","txf"
4012,934204.73,901742.57,868654.66,844574.11,819856.38,784865.15,761854.28,741031.61,729609.07,732705.9400000001,752856.71,786042.89,817970.44,843507.3899999999,866327.22,856060.12,834373.49,836596.42,945350.46,996320.9299999999,1033001.79,1053327.49,1059530.41,1020773.58,20821137.839999996,26-SEP-21,"2","txf"
4013,974008.51,938872.81,895601.2799999999,841025.65,823631.48,790456.92,745399.23,749867.71,796815.4600000001,824204.8300000001,854963.26,888080.8899999999,907493.05,959094.62,999230.6,990599.35,953201.5800000001,909663.1900000001,985786.26,1045645.51,1094683.8800000001,1118796,1096015.59,1052118.73,22235256.39,27-SEP-21,"0","txf"
4014,995047.16,954513.35,915934.47,869213.96,817860.68,765527.86,733672.47,735387.95,738618.26,736172.7300000001,748255.49,772481.91,776566.05,801428.1,827609.37,820745.11,798230.72,807827.24,893868.9299999999,929008.4299999999,952594.6000000001,968136.08,955707.9,914823.7000000001,20229232.519999996,28-SEP-21,"0","txf"
4015,874885.8,832818.88,809987.68,789787.2000000001,772707.25,741065.9299999999,710423.72,720769.78,754566.74,772093.83,800247.66,836654.07,847759.02,871902.52,861156.49,824275.7000000001,784399.25,784664.86,841623.9700000001,875679.0900000001,896196.4299999999,926386.5,915379.99,875813.17,19721245.53,29-SEP-21,"0","txf"
4016,833843.2000000001,796691.65,765029.36,738145.2999999999,718521.26,692286.7699999999,667200.19,678375.29,698858.45,707276.93,758359.7,791983.41,811654.3200000001,849227.64,889861.79,886420.38,855933.65,835310.9400000001,918117.94,953810.14,977319.92,1005476.14,992403.42,942177.89,19764285.680000003,30-SEP-21,"0","txf"
4017,892951.13,848590.98,801990.1499999999,764139.4199999999,738591.72,706052.6799999999,679514.21,682772.35,709303.38,730883.19,749008.23,783335.46,807769.26,838180.03,874303.56,864621.0299999999,827299.0800000001,825418.25,916403.3300000001,938520.07,948034.55,947363.5800000001,936167.33,910261.89,19721474.86,01-OCT-21,"0","txf"
4018,875112.93,840840.71,813299.89,790606.78,772883.97,742548.4800000001,719129.4199999999,721131.34,745692.02,764274.2200000001,792835.18,823284.47,842104.92,871510.5900000001,896542.35,884840.31,850726.11,846942.9299999999,942392.1599999999,961998.09,971429.77,982469.12,976999.68,960716.73,20390312.17,02-OCT-21,"1","txf"
4019,929818.11,900324.4900000001,873084.07,848716.05,828282.76,751126.84,719115.9299999999,697072.5599999999,698282.63,705734.62,717459.8999999999,743788.5700000001,758289.7899999999,774228.1100000001,789349.58,782703.09,770715.6,809959.52,898542.44,964674.52,997713.27,1014338.2699999999,1007086.7999999999,973214.47,19953621.989999995,03-OCT-21,"2","txf"
4020,934299.64,893767.2200000001,863387.04,840211.5499999999,819648.76,772475.18,741464.6499999999,747710.48,770592.85,792330.1900000001,815613.93,853842.2100000001,865870.02,908965.7100000001,940397.91,926218.5700000001,901481.98,851916.89,916580.9600000001,966833.9,1000641.44,1028531.59,1017043.4,972452.83,21142278.900000002,04-OCT-21,"0","txf"
4021,921891.51,887421.1900000001,858409.96,834455.75,811632.4299999999,782011.23,739446.11,739713.22,771291.13,796714.4500000001,827387.16,861845.52,871801.76,913548.25,943574.4,940243.9500000001,899281.66,901208.66,978771.58,1019605.7,1042446.69,1057272.99,1018286.91,942720.47,21360982.68,05-OCT-21,"0","txf"
4022,880891.25,837768.0900000001,809110.73,775816.22,753040.55,724020.8300000001,702365.04,736492.49,761248.0800000001,768095.45,787184.1,815342.06,818814.5499999999,843786.0499999999,873385,870042.4400000001,849971.1599999999,851764.48,944615.43,979464,1010122.77,1025760.29,1010376.89,963803.19,20393281.140000004,06-OCT-21,"0","txf"
4023,919430.36,884158.11,856271.04,829551.5,809237.63,759180.52,720992.52,728141.3300000001,763841.4600000001,789190.5499999999,814150.57,852833.49,865205.12,912990.34,955872.22,949444.8300000001,920202.07,917111.21,1024245.0700000001,1041587.7999999999,1059297.64,1073539.8800000001,1057148.0899999999,1024291.41,21527914.76,07-OCT-21,"0","txf"
4024,967586.19,924593.73,887084.8300000001,857768.89,834004.09,791861.89,748979.99,734798.38,752832.86,766362.12,798061.7599999999,822374.89,824472.89,862348.42,900968.82,889963.49,865946.79,866085.17,953139.27,978053.77,1000576.5199999999,1014377.84,1002661.2,967965.1900000001,21012868.990000002,08-OCT-21,"0","txf"
4025,927462.4,891547.49,860685.1900000001,837921.55,816361.54,786186.91,748360.0499999999,741032.84,757794.1799999999,767152.24,780925.2300000001,804139.1599999999,782326.35,786600.34,814203.02,808432.08,791078.5800000001,825244.23,908256.8099999999,927529.82,933482.26,928924.9700000001,920996.7000000001,897652.12,20044296.06,09-OCT-21,"1","txf"
4026,871131.87,844499.5499999999,813753.4400000001,782984.1299999999,761002.43,735445.1,711322.32,695382.33,688951.93,691634.98,705042.62,734468.7000000001,761566.8400000001,783064.6799999999,798281.04,813886.91,813629.3200000001,821644.07,905888.13,934196.9299999999,961187.39,974702.81,966825.78,936471.99,19506965.290000003,10-OCT-21,"2","txf"
4027,896456.7999999999,861312.2699999999,832944.88,805405.45,783278.3,755122.4800000001,730929.76,735496.9,763381.3099999999,771440.51,792990.06,821947.37,829658.73,859347.5,891928.42,881626.43,840215.1799999999,845294.4,926958.9199999999,957831.49,998440.51,1020316.14,1008232.6000000001,963852.6799999999,20574409.09,11-OCT-21,"0","txf"
4028,913900.05,875641.8300000001,843281.8099999999,815740.38,798061.48,750537.02,721031.86,737494.46,772649.0599999999,785850.95,816852.5399999999,844899.49,854873.56,896231.67,908427.28,894491.12,850431.1599999999,843603,954095.2100000001,984595.86,997732.3200000001,1015082.06,1014429.1,962018.22,20851951.49,12-OCT-21,"0","txf"
4029,913675.18,873568.4600000001,843451.9,801744.8200000001,775521.76,748057.38,728985.58,744529.14,763443.06,777705.6499999999,759437.39,753748.06,739858.97,777630.35,795367.2899999999,793711.39,775994.73,798909.25,890164.9400000001,911764.4500000001,932541.47,942791.87,928470.34,887321.37,19658394.8,13-OCT-21,"0","txf"
4030,841624.24,814079.0700000001,788315.88,764911.83,747569.0700000001,719902.4199999999,693149.4299999999,705463.0399999999,745173.5599999999,773597.0299999999,812509.4199999999,845210.63,859085.81,895880.93,933720.3400000001,928548.33,913361.62,912510.1799999999,973229.84,991923.96,1004008.45,1022554.26,1016005.73,968956.27,20671291.34,14-OCT-21,"0","txf"
4031,927403.49,890039.0299999999,852570.54,821764,798791.3500000001,772632.01,744957.1699999999,753618.9600000001,788266.9099999999,809126.66,834578.9700000001,866959.2,877509.4400000001,902511.59,928643.37,927158.2999999999,894024.22,889277.9299999999,967777,999371.95,1024866.47,1038304.0199999999,1025945.75,987712.81,21323811.139999997,15-OCT-21,"0","txf"
4032,939984.7,899955.15,855035.3300000001,821839.25,785479.6,752095.3200000001,721879.06,700538.1,697724.69,693721.52,692018.23,696718.63,696199.5199999999,707809.65,728065.02,727255.05,725841.09,768677.12,864228.85,888544.14,897716.46,899678.93,887778.0700000001,870303.4,18919086.88,16-OCT-21,"1","txf"
4033,848585.44,823303.1499999999,793650.38,772460.2999999999,756094.22,733527.2899999999,713842.1799999999,707832.7799999999,693548.5199999999,694139.9900000001,701243.94,721499.67,743622.26,767131.78,781038.24,779254.72,759305.91,785723.76,875607.72,902891.62,917776,932346.75,933959.99,911909.47,19050296.079999994,17-OCT-21,"2","txf"
4034,881195.1599999999,850919.9199999999,814863.38,791681.65,774260.35,747610.94,725727.7,714440.0099999999,711278.45,715970.41,733471.2899999999,763395.5800000001,780911.56,800804.01,816745.02,810827.25,788699.3400000001,808992.73,914456.12,953059.6699999999,984900.5499999999,1003259.3099999999,981170.57,941435.3,19810076.27,18-OCT-21,"2","txf"
4035,899267.7000000001,861996.2300000001,830928.15,801464.46,780278.3,744573.16,715667.9600000001,722867.94,760339.9099999999,788494.4,820002.09,852737.14,866787.89,911072.46,942431.15,910050.8,864717.76,877405.2699999999,945996.52,976999.0599999999,997720.24,1014292.29,996056.8099999999,956584.3300000001,20838732.019999996,19-OCT-21,"0","txf"
3790,953346.3400000001,923445.77,892221.24,862314.93,840411.72,823075.89,790105.8,749637.27,735239.13,728378.3099999999,737979.88,761930.0800000001,790464.98,814739.9199999999,839796.5,786172.0399999999,770438.25,747864.08,826218.36,930355.6900000001,952437.6599999999,983229.1799999999,977987.74,939647.8899999999,20157438.649999995,14-FEB-21,"2","txf"
3791,912999.59,877314.8200000001,849060.31,825264.7000000001,801207.7999999999,784819.2899999999,741228.75,718404.5299999999,757105.73,786500.5599999999,813689.9,854182.47,868883,908744.22,942032.06,930256.95,892737.74,837320.26,890849.9600000001,974018.6100000001,1009684.62,1042680.8099999999,1041799.4400000001,999142.03,21059928.150000006,15-FEB-21,"0","txf"
3792,954953.89,915611.08,881439.15,848290.18,826159.86,803480.02,761081.7000000001,726819.47,741872.92,759918.56,790761.78,828457.2,845594.2,898106.86,934617.78,922365.13,849175.93,822196.2,889393.29,953613.6799999999,989321.98,1019319.15,1021612.41,982204.71,20966367.129999995,16-FEB-21,"0","txf"
3793,929508.13,876374.6799999999,843462.97,808732.02,781939.78,767316.6799999999,732953.87,706731.66,730566.85,753335.63,780383.36,822714.4099999999,837520.13,881841.69,922194.6799999999,915910.1799999999,883463.96,837831.6399999999,898937.6,971728.89,1001224.43,1025651.6,1028545.7899999999,988721.7000000001,20727592.330000002,17-FEB-21,"0","txf"
3794,941153.04,897016.37,859085.82,825620.4900000001,800361.5499999999,780533.28,735963.06,712589.21,741910.04,766984.57,800198.02,840706.7799999999,855114.03,900499.93,942020.37,934255.13,898311.0700000001,845296.6900000001,898553.7,984354.95,1013860,1045818.79,1046024.65,994480.5399999999,21060712.079999994,18-FEB-21,"0","txf"
3795,945224.28,901168.36,868128.63,838417.79,816284.36,792919.4400000001,744238.14,726199.9299999999,755075.23,780285.0599999999,814944.3999999999,853454.76,864629.5499999999,913794.89,916515.0599999999,919994.01,885873.8899999999,835420.75,900532.58,971492.4600000001,999818.41,1025318.67,1033787.2100000001,998505.08,21102022.94,19-FEB-21,"0","txf"
3796,961234.25,917702.95,884541.3099999999,855069.3,828054.4099999999,807872.25,760184.6900000001,725547.06,738056.43,752460.26,782097.37,813388.9299999999,824818.27,847713.9600000001,860939.04,852665.6,830625.59,797790.13,867422.0399999999,937607.29,945932.72,969857.5199999999,975740.5,957514.3099999999,20494836.179999996,20-FEB-21,"1","txf"
3797,929651.98,888047.21,859655.9299999999,829770.8200000001,805710.84,786813.85,750271.6799999999,675743.82,661308.47,661635.72,686599.86,725360.86,756854.23,789729.4700000001,807940,802935.91,772384.77,739469.74,818715.68,925729.6599999999,958014.73,995159.2799999999,993803.93,961817.14,19583125.580000002,21-FEB-21,"2","txf"
3798,925365.57,891404.32,858844.73,826134.31,801712.14,774983.98,729732.89,714840.22,751648.91,778289.97,810323.53,846604.5499999999,861952.73,902802.12,937449.86,933379.0299999999,898951.14,840454.74,889122.23,974448.26,1008470.48,1041519.96,1036048.1900000001,993461.6699999999,21027945.53,22-FEB-21,"0","txf"
3799,943350.01,904989.37,868379.95,840464.6,814575.23,791875.58,742835.1900000001,725482.65,759235.34,787643.49,825597.3200000001,862237.57,872767.4199999999,912543.37,945489.88,935011.66,898983.11,847339.28,891226.78,979178.45,1009764.17,1039402.46,1045504.28,998134.23,21242011.390000004,23-FEB-21,"0","txf"
3800,952080.64,911770.8500000001,878120.16,846758.76,818736.94,799688.75,751471.29,730642.0599999999,761686.3,789337.6399999999,826820.24,870460.99,887346.26,936107.84,971049.9400000001,962975.75,925886.15,865760.4500000001,911004.4500000001,991754.92,1029632.4,1065090.24,1066916.96,1021587.53,21572687.509999998,24-FEB-21,"0","txf"
3801,976988.42,939933.6699999999,910869.75,881299.4099999999,855897.52,831802.21,777173.2999999999,756347.33,789527.0800000001,810139.9500000001,844122.6599999999,888934.46,906729.21,942399.6799999999,979090.98,964791.06,918500.01,877505.69,918464.19,1003555.0599999999,1035979.13,1068951.1500000001,1084915.75,1039052.57,22002970.239999995,25-FEB-21,"0","txf"
3802,994740.82,954581.86,926299.3,895439.61,866557.28,841062.12,786560.35,768586.27,794526.7300000001,819522.76,858902.8300000001,899380.79,914768.27,956843.61,995770.87,976121.56,943452.73,887268.3099999999,936137.67,1018318.4700000001,1039101.19,1070820.42,1076365.5699999998,1046401.51,22267530.900000002,26-FEB-21,"0","txf"
3803,1000217.7,959646.97,926441.36,896894.91,871877.44,853196.2100000001,802513.93,732061.5499999999,728196.01,750843.6799999999,775530.12,804033.79,816361.7000000001,841926.3200000001,886287.64,888053.01,866350.7899999999,837336.75,908448.0599999999,977492.73,991928.29,1010383.9400000001,1017131.65,1002408.9299999999,21145563.479999997,27-FEB-21,"1","txf"
3804,976239.38,952409.85,920776.76,889741.93,858990.37,834192.26,783770.06,742927.48,733020.8,714353.5599999999,709985.75,733653.7000000001,756041.11,785864.62,804810.66,801987.69,783154.74,753045.61,840792.77,942068.19,985811.51,1030551.41,1034369.4099999999,998025.09,20366584.709999997,28-FEB-21,"2","txf"
3805,961887.1900000001,925839.1599999999,884958.12,847393.91,824019.83,795435.1599999999,744404.1,730664.64,762354.41,781975.46,805296.93,845431.3200000001,853553.6900000001,903668.01,947603.1,947993.4,916095.72,859315.5900000001,899696.37,992476.3300000001,1021284.68,1056120.47,1058781.67,1013230.8099999999,21379480.069999997,01-MAR-21,"0","txf"
3806,958644.23,916889.43,861838.3300000001,830841.4299999999,814649.8200000001,792981.14,734958.87,718716.55,746963.12,773632.0299999999,805835.1900000001,835714.88,853858.9500000001,896694.97,931870.8400000001,921332.6900000001,891534.52,835550.26,884456.75,965991.27,993653.1,1029740.35,1025446.5,973737.35,20995532.570000004,02-MAR-21,"0","txf"
3807,930799.08,890817.66,855206.23,824745.34,796033.16,772089.61,723133.74,707310.3200000001,738643.79,767656.71,802552.6599999999,838403.65,853491.37,901552.68,942188.12,934461.5,889596.82,840358.06,888168.65,963771.78,996351.77,1030216.5599999999,1025419.78,986026.4400000001,20898995.48,03-MAR-21,"0","txf"
3808,936416.94,893263.92,860116.84,829006.1799999999,797897.01,779801.11,724279.2899999999,709640.41,741943.78,761521.6900000001,798613.82,840908.34,857513.45,903635.37,940413.03,923874.83,885350.8099999999,830208.03,871382.04,948799.59,982094.4700000001,1011729.6900000001,1007106.7400000001,968649.12,20804166.499999996,04-MAR-21,"0","txf"
3809,918478.99,885985.95,848567.3099999999,822602.71,804766.53,786648.77,739217.54,719146.3200000001,765225.1,749206.1499999999,804231.38,844745.8200000001,853099.03,893047.79,927199.02,931140.7799999999,882515.09,843369.16,889857.56,967309.84,993086.1699999999,1009855.3999999999,1023495.3700000001,991453.64,20894251.419999998,05-MAR-21,"0","txf"
3810,952540.26,914830.55,878573.52,848901.65,827501.5,808003.03,761892.7,736107.8600000001,745076.73,765940.1699999999,793344.5199999999,825757.1,839039.44,860970.76,885169.21,886919.0700000001,860796.39,835589.89,899889.39,970470.24,986121.99,1006063.04,1012099.86,995566.3500000001,20897165.22,06-MAR-21,"1","txf"
3811,967166.0499999999,940110.69,912835.63,884002.39,859777.48,821430.27,773565.9700000001,736115.9500000001,722700.96,723901.99,744942.8099999999,782371.82,808470.44,830531.1699999999,846341.7999999999,833829.64,800031.68,767308.9099999999,840720.41,932557.5,976041.35,1014171.02,1019932.5199999999,996109.43,20534967.88,07-MAR-21,"2","txf"
3812,955082.5,922958.9500000001,891758.21,865715.09,844924.48,826314.9199999999,781718.05,761292.77,786760.13,809150.47,843081.38,876902.61,889551.63,920978.97,954238.2999999999,936910.37,897943.6,854941.58,909255.11,973283.43,1000998.17,1035423.96,1042346.1599999999,1000953.3,21582484.140000004,08-MAR-21,"0","txf"
3813,961018.8899999999,922829.52,888113.82,857324.15,835798.3,815959.6399999999,773618.04,747233.47,741507.44,749245.02,775578.75,809229.34,823698.5800000001,870657.9199999999,906524.89,874946.69,836071.4099999999,812136.12,874778.78,951451.01,979674.5,1005780.03,1003877.46,968094.3400000001,20785148.11,09-MAR-21,"0","txf"
3814,925126.4400000001,884631.74,852303.0900000001,823370.87,800063.8999999999,780901.45,732407.72,719079.9400000001,753521.29,778578.4500000001,814137.02,848205.31,865929.27,908648.48,949673.67,941757.9299999999,897436.44,842996.44,894443.1599999999,967120.1699999999,999769.84,1029920.2100000001,1031423.71,988839.93,21030286.470000003,10-MAR-21,"0","txf"
3815,943501.14,905680.03,873306.48,844416.68,821452.79,800693.28,742771.6,727068.66,755335.4099999999,779746.9900000001,812713.37,847397.24,856582.77,902400.38,927502.75,921588.21,891045.11,842270.9400000001,886644.97,969475.8,996243.5599999999,1016836.76,1007895.17,975860.97,21048431.060000002,11-MAR-21,"0","txf"
3816,930628.82,886215.6499999999,854568.71,823358.94,805729.3099999999,785847.9299999999,737273.4199999999,723662.77,750626.3,771176.74,803822.22,833688.48,845560.98,889805.26,924113.0499999999,912208.78,873449.75,818419.8,866538.47,948409.99,975414.3,998757.96,999716.11,961346.4700000001,20720340.21,12-MAR-21,"0","txf"
3817,920994.51,883808.69,851186.43,821604.9800000001,796736.5,772627.4400000001,727071.13,711516.94,721248.8300000001,734365.8099999999,760358.8400000001,784944.42,800390.16,834940.0499999999,870744.05,869072.9199999999,836748.87,802917.64,870135.47,945508.6799999999,955337.7799999999,962307.0299999999,960860.5599999999,958925.28,20154353.01,13-MAR-21,"1","txf"
3818,935953.03,904054.7300000001,874240.62,842169.5299999999,823596.4400000001,757892.98,716763.37,667722.65,653235.41,649463.1100000001,659830.18,686414.76,710008.5,736515.2999999999,759465.0299999999,756214.74,746802.26,744915.67,814285.34,934276.5800000001,971614.04,1000103,1004215.73,976503.4800000001,19326256.48,14-MAR-21,"2","txf"
3819,934816.51,905112.5,872054.11,842166.94,819782.42,798381.85,749357.5700000001,739521.34,770973.57,794683.5,827392.1900000001,865848.77,878899.5,930464.17,955200.14,943776.61,904192.5599999999,848384.9600000001,893330.7999999999,970739.61,1012578.37,1048999.98,1049303.27,1004901.3,21360862.540000003,15-MAR-21,"0","txf"
3820,961474.37,922628.62,886374.25,857111.5599999999,827344.02,811692.27,759656.2100000001,749350.27,771204.71,791637.5,819521.74,863288.4299999999,874240.8400000001,907166.88,930865.5499999999,901781.76,868042.28,829967.6,873301.76,948858.8300000001,986049.8,1013811.36,1007172.7899999999,968872.03,21131415.43,16-MAR-21,"0","txf"
3821,924513.1599999999,882991.6,844939.6,816967.05,800127.9600000001,781131.95,738434.49,724265.02,750157.85,771957.74,805989.65,848856.84,867339.39,912955.9700000001,947708.28,918336.0700000001,880131.85,843361.5599999999,903193.18,977282.78,1009075.5900000001,1038435.04,1034549.8999999999,984542.46,21007244.98,17-MAR-21,"0","txf"
3822,935780.25,901583.71,863815,837948.94,807018.1100000001,781860.54,737977.53,725857.52,753877.26,778065.67,808049.75,842331.26,849697.7699999999,887172.78,901790.25,898666.29,866572.0700000001,813617.2200000001,848216.5499999999,920642.24,950305.9,974004.07,970061.68,927301.3200000001,20582213.68,18-MAR-21,"0","txf"
